id,name
aa8ce396-0c14-4937-8262-71fda834f136,Player_aa8ce396-0c14-4937-8262-71fda834f136
4e155172-d5df-4f2d-ae4a-f4e5b47232c1,Player_4e155172-d5df-4f2d-ae4a-f4e5b47232c1
bd8c1d93-485c-454c-b3eb-40c7c163d6a1,Player_bd8c1d93-485c-454c-b3eb-40c7c163d6a1
a1af9bdd-f944-4fc2-9e7c-f444cd27eb8d,Player_a1af9bdd-f944-4fc2-9e7c-f444cd27eb8d
234ee050-cacd-42e7-9503-62d54a30b8f2,Player_234ee050-cacd-42e7-9503-62d54a30b8f2
26070597-8178-4463-aee6-b34047e01907,Player_26070597-8178-4463-aee6-b34047e01907
c994c835-e59b-4e9d-8229-d899e80822d0,Player_c994c835-e59b-4e9d-8229-d899e80822d0
53fc2a02-1009-4fab-bfe1-5e048927cca5,Player_53fc2a02-1009-4fab-bfe1-5e048927cca5
7152458e-9980-4a6d-8fd9-e805aa1073e8,Player_7152458e-9980-4a6d-8fd9-e805aa1073e8
f3b8abeb-2109-4e03-b1b6-ff555375bf48,Player_f3b8abeb-2109-4e03-b1b6-ff555375bf48
536006fb-ca1a-40c7-b4b4-c91ade96c1d2,Player_536006fb-ca1a-40c7-b4b4-c91ade96c1d2
60626f9b-1185-4fdd-bad9-f7ce0a99e527,Player_60626f9b-1185-4fdd-bad9-f7ce0a99e527
f333aa78-4c4d-4af9-a148-389f221fc842,Player_f333aa78-4c4d-4af9-a148-389f221fc842
2ead80d1-de53-4a09-9e44-62cbd354fd51,Player_2ead80d1-de53-4a09-9e44-62cbd354fd51
1ce3945e-a002-4f3a-a05c-e4b61dd2abf9,Player_1ce3945e-a002-4f3a-a05c-e4b61dd2abf9
bc6b96a4-6d69-4675-8ff9-667d8500639f,Player_bc6b96a4-6d69-4675-8ff9-667d8500639f
00261298-1e31-4fd3-9d92-cb291b307082,Player_00261298-1e31-4fd3-9d92-cb291b307082
